,image,complex,frog_eye_leaf_spot,healthy,powdery_mildew,rust,scab,labels
4412,a3be97d1c208cf85.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
7742,b647c9782c742787.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
5613,aa8142751a4bbf5b.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
18045,fd1a9a3f83708331.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10746,ca8c89ca5f93bb42.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8375,bc10a5b4dc15f1ec.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
9048,c03d9fd10dc13f1c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15006,e9b985d1d20fd318.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
3606,9dcc4a82dea0576b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12652,d86ac244e1bafb68.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
11088,cd902cf031e2f787.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
18281,fe31f295814c631e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15726,ef9acbd00fc6282a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
321,81e229bc5e2eaa2f.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8985,bfe8c0ec4ac5c552.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18476,ff5b94e0070e4762.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
7235,b463427db0d461cf.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
18325,fe8ec0dfc9054949.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16895,f5cac164fac298e1.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14372,e4dbc8a4a4a63979.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5950,abd580c36285eff0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5291,a8e02cf4970ebf0d.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11003,ccc61a8c63bd97d0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
992,86f636c5e84e23cc.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13301,dda168a1738722cf.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17864,fc78f5a0c2e50ac3.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8647,bdaac03da5e8225e.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
12760,d8f2878a7c6d30a5.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
12987,dad5d6250cae80b7.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
14274,e3e080374b7a65e3.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14131,e268d54a4f061f1f.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
11958,d34fe5371ac9c4c0.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
7101,b2fed0ea688e2c52.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
17427,f96bcdc462c4e341.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
8854,bf24d933c0d88747.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17278,f8b2423fa570ee28.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15901,f08693681a7e6f32.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2502,9479cae0b3949b47.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14142,e280def0237d3aa9.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14974,e987c85d05a1fe25.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
1130,88217ddaba74dac8.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
16668,f4e4e0c8d3a98cd6.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16082,f0f8ce32cfe9b004.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
17058,f71c933a617c1153.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
5420,a9a1709ad9c3c8f9.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
10645,c9c4e8dfcf0a341c.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
18130,fd8527d8ccc6a530.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
3912,a085c8bd9cba9d96.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8635,bda092cf01775f28.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13776,e0afe3dc071c8798.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10047,c59531c2d55a2fd4.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8602,bd89d29dc21d4535.jpg,1,0,0,0,1,0,"[1, 0, 0, 0, 1, 0]"
2947,96b3628e46c26ea7.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6373,ade496dbcbe4006c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16665,f4e3c45a175cc9a4.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6680,afd5749a875298a4.jpg,1,0,0,0,1,0,"[1, 0, 0, 0, 1, 0]"
5315,a8eed2c0cbcb3c0e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15773,eff2de8b21a83142.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1466,8b2537f3a4cccaa4.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11268,cf031178cc79b8a7.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16680,f4edc092864b7e8c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6572,af61bd92c583c1c9.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
5656,aa9fa473a30b150f.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11881,d2c9d57a0d626563.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
18091,fd48c1b1ab507ca6.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13882,e0f6c61c4eb8698b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17305,f8c4cc9eb8282f65.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
13638,e010c7c35ecf3d1c.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
13052,db936bd9b4c012a6.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8791,beb960c19fa688b1.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3508,9cc62996799866b3.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
5720,aac0d5128ebaaeab.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
10094,c5b796e26b3034a5.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
5139,a86b8d805995ddad.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
10880,cba838c9c96db331.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
3864,a03f973bda0f0361.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
17288,f8b861c5d38fd490.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15825,f039d848dad84bdc.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
634,8492e1cd9b3a25af.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
11473,d057c7c0fecf4038.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15934,f09f82897e49158f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
52,80789c79f4d1a3d3.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8230,ba919478dc6ccc66.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17770,fc008749feeec740.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18137,fd87b8488b606db4.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
13677,e03d81331db65cce.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5602,aa7280a09ed72fda.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11059,cd51d0cd9edbc80a.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
11615,d0e01f1ce01fabcb.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9670,c2dc312fed08623f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16380,f31e93e94d4425b2.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
17161,f82794f604f9a519.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6482,aeb146794ca5d28b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15582,edf396cb601ab40c.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7163,b4034b684fa4bef2.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6251,ad9695d6ce4a892c.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14450,e569e742d9fa0123.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
3023,977b0ac19c1f50d9.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7897,b78bc64dca03316e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11490,d0702f857a1ae5ce.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16514,f47ad2a2ca934d8a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7692,b5e74997954a9609.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
7032,b281d20a4f376fd2.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
11982,d3a679d4654a870d.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
3615,9dd8c28cca8d99e9.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1577,8c4e87ce6d816ec3.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
10510,c8c3a90eb17b7962.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
16619,f4c2841ff83143bb.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7807,b6ba50e51bb24317.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5490,a9de962c33346a9a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16693,f4f4e586589a8b98.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2308,92a5967197726a5a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17595,faa0c04787bfe6c0.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8425,bc8355deab0c42f8.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
9920,c4c206aeb43bbad3.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
18124,fd810f93a66d3249.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16320,f299a1e1e9c6154b.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
9383,c1902aafbcf83639.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1725,8dad31a8e26bc56a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18474,ff5a244214e530fb.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5212,a8aa915abe68b565.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10715,ca3cd086899e9eae.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2416,93a18d585eab45c7.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12804,d97c18c4612e83fe.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
10660,c9d43b9652ac935c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12880,da0acaa1b8fbf8c0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17894,fc910f70cbee3064.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15767,efe9cf50cf1a0a08.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
13089,dbd2388b673c44e4.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10457,c8671fd4475c748a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10251,c6c41e7f78692d11.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17551,fa5e87569e989890.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
4937,a5f965c6c88e099e.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
12649,d85a37c7cc9560a3.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
13566,dfbcc0ee8261134e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15166,eaa9138b03edc336.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7896,b788c7f41a1d2572.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
5761,aaddd2e9d14482ae.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8734,be61f7d1d021c09e.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
4262,a1f1c07a6fb73580.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
36,804e673e9ec3d12b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10374,c7b842e578ce446b.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
2695,956854f5afa0ca56.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9899,c49ccecb0db79c30.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
10766,caa6e0c4c4cdd74e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5911,aba960c94f4d0ceb.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7542,b56d5a6309177153.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
12980,dacb69a15c2cb615.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
6223,ad8acab995b1e143.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
12982,dacd3a6722d8e628.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9207,c0c73d4ea046bf6c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16827,f59ac1c587cd190e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
803,8595cfa18ae38b71.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7020,b235de10677b58b0.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
12189,d4f4403ed3b4a5d8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11600,d0d07f003d25757e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14801,e898d18f34c56ed8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14746,e849f04f662f5a19.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
12903,da33c2d60e6e6564.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10139,c5df20c07bc15bc9.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
13487,deee24b6b8fa1048.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8495,bceae0c14b3b6a32.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
7008,b20ca85e127dbe65.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
9924,c4c62f9f70df01e0.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5929,abb737921052eaac.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6801,b0a5cb24d7d7b881.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
18058,fd225b26a916789a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15424,eca213dbcb84a794.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
11222,ceb03137c7cc323c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
12179,d4f09ec068de272e.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
13417,de8965d3026a69b6.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15329,ebb4e19e384a36c1.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
887,85e36aee1a5c15b8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8885,bf57c0de8abc4064.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18460,ff3b60ccc305932a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1264,8991759f4ad0d5b1.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15747,efc074d79efd0020.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
16075,f0f607c23aa56f82.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
12456,d69e3e2063e3093b.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
11022,ccec54723ff91860.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5066,a7c6e7c206fc08bc.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
11797,d24fe4be88d221e3.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
3901,a07b0390dc9bab6d.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
193,813fe22dc37e4750.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3486,9c99786a63786571.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
12504,d6e422338d67d9c8.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
16356,f2e1828587ab6ba9.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7998,b84c9ae4f696ac92.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
15563,eddfc02f8b82321a.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
9463,c1c61c8270af577d.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
3670,9e6cdcb378d22186.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
2582,94cb308cde731771.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
17941,fcc0ce8d17d010bf.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5118,a846cdcad8f1472e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
3074,97b896d0ae85f48c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17685,fb1144134cf61fac.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
11946,d3222d5ed961a366.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
10572,c932366bee62341d.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9997,c5319a4f47e2f0c6.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5843,ab5468d49775859c.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
17016,f6aad316c8298575.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
13832,e0cf416d8ff23a81.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17825,fc37c03f82e90f30.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3745,9f1ab4caf5c3904c.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
10652,c9cc1e1cf9af0790.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12024,d41094cd6d2de7b4.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14905,e8f583a51cdeb118.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
6099,ace8591d545f5683.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
16325,f2a78cc9b1069b72.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2184,91984ef0262f3377.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15732,efa7c6930e18344d.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
3664,9e61cd2b456525b5.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2486,94526a8c7db3ce25.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8525,bd14c2e9d72256b1.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
1667,8d3a35c93883e5dc.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
2390,932760c6955bb26b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
4419,a3ce8bba55e32285.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
6548,af3cd6955a998909.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13520,df570928d3d22a9a.jpg,1,0,0,1,0,0,"[1, 0, 0, 1, 0, 0]"
8263,bab5d5c90afb2052.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
11227,ceb4e84b3c2343f8.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1802,8e83dac669f0347a.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
4315,a2959e7e97724162.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
7238,b465cbd64c19725a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9573,c2593b3f8d277064.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10431,c82125afbd61e3e8.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2633,94f4d5869bb490f8.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
10411,c7f5c0eb0ca38587.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8899,bf78c0b1c24d07cb.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12331,d5c8c17998c57c87.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11898,d2d529cf9524cbb0.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
6695,afe9c29a34a868c7.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
14733,e838dc66b03c127f.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
984,86e38706a2bc5eae.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1887,8f3360ce3227c79a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6125,ad17d13ac53c0b72.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12056,d45994a5d94ea96a.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
11333,cf8b9281432be8f5.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8927,bfa0b288de70a5c9.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1463,8b0c607c9322dbfb.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
16767,f555bd39c239e060.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
11484,d06a91673ec42ad7.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11588,d0c766bc38e1978c.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
13341,ddd8d0c20f073c73.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1010,87356af8652f7818.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16476,f43c874bca6786a4.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14087,e1ea2a83faa44379.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
4802,a5a9985cd4bcda15.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1591,8c87c6d58cb99c71.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
4440,a43196793d45759c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3865,a03f995a9b884f9c.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
7122,b388c19ac993ed8e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15286,eb7372c2200f87ce.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8116,b9482096ce7cf69a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6365,addf960808f0ade9.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13438,dea69e9dd5604a42.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17075,f76cc04be5a4a592.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
4387,a36f90d4971af2c2.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18403,feed807cde00f029.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
449,82fd26291f4b4d4b.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
535,83ab2895ff4e0a6c.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
18282,fe32c8cb412aac5e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2131,9110cb3572d97dca.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
6423,ae4c5a950daf4b54.jpg,0,1,0,0,1,0,"[0, 1, 0, 0, 1, 0]"
7971,b7fee494408ca1ce.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2783,95ba32012b1bbbd6.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
14093,e1f0e1a4b2c33ed2.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10730,ca7335da2c104adf.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
